,epoch_40/online_vs0,epoch_40/val_loss,epoch_40/val_tderror,epoch_40/val_vs0_q,epoch_40/val_vs0_fqe,seed,State,Created,Runtime,alg,env,policy_level,n_trajectories,alpha,batch_size,gamma,lr,n_epochs,target_update_interval,cql_alpha_lr,cql_alpha_tuning,cql_lagrange_thresh,cql_lr,cql_max_backup,cql_min_q_weight,cql_n_uniform_actions,cql_tau,cql_temp,cql_variant,n_gradient_steps,sac_alpha_lr,sac_alpha_tuning,sac_lr,actor_lr,critic_lr,device,noise_clip,normalize_obs,policy_noise,policy_update_frequency,tau,gmm_num_modes,counts/num_samples,epoch_0/online_vs0,epoch_1/online_vs0,epoch_10/online_vs0,epoch_11/online_vs0,epoch_12/online_vs0,epoch_13/online_vs0,epoch_14/online_vs0,epoch_15/online_vs0,epoch_16/online_vs0,epoch_17/online_vs0,epoch_18/online_vs0,epoch_19/online_vs0,epoch_2/online_vs0,epoch_20/online_vs0,epoch_21/online_vs0,epoch_22/online_vs0,epoch_23/online_vs0,epoch_24/online_vs0,epoch_25/online_vs0,epoch_26/online_vs0,epoch_27/online_vs0,epoch_28/online_vs0,epoch_29/online_vs0,epoch_3/online_vs0,epoch_30/online_vs0,epoch_31/online_vs0,epoch_32/online_vs0,epoch_33/online_vs0,epoch_34/online_vs0,epoch_35/online_vs0,epoch_36/online_vs0,epoch_37/online_vs0,epoch_38/online_vs0,epoch_4/online_vs0,epoch_5/online_vs0,epoch_6/online_vs0,epoch_7/online_vs0,epoch_8/online_vs0,epoch_9/online_vs0,loss/bellman,loss/conservative,loss/total,counts/num_epochs,cql/alpha,cql/loss/alpha,cql/loss/critic1/bellman,cql/loss/critic1/conservative,cql/loss/critic1/total,cql/loss/critic2/bellman,cql/loss/critic2/conservative,cql/loss/critic2/total,sac/alpha,sac/loss/actor,sac/loss/alpha,counts/num_batches,loss/actor,loss/actor_bc,loss/actor_td3,loss/critic,epoch_39/online_vs0,epoch_0/val_loss,epoch_0/val_tderror,epoch_0/val_vs0_fqe,epoch_0/val_vs0_q,epoch_1/val_loss,epoch_1/val_tderror,epoch_1/val_vs0_fqe,epoch_1/val_vs0_q,epoch_3/val_loss,epoch_3/val_vs0_fqe,epoch_15/val_loss,epoch_15/val_tderror,epoch_15/val_vs0_q,epoch_22/val_loss,epoch_22/val_tderror,epoch_22/val_vs0_q,epoch_15/val_vs0_fqe,epoch_21/val_loss,epoch_21/val_tderror,epoch_21/val_vs0_fqe,epoch_21/val_vs0_q,epoch_22/val_vs0_fqe,epoch_4/val_loss,epoch_4/val_tderror,epoch_4/val_vs0_fqe,epoch_4/val_vs0_q
327,-270297.5203236945,0.01758769154548645,39714932.0,-0.7422447800636292,-51594.55859375,2905.0,finished,2021-09-03T21:30:03.000Z,4821,td3+bc,industrial,medium,9999.0,4.0,256.0,0.9498195886847919,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.001,cuda:1,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.005773067474365,0.005773101001977921,4.0,5086.77978515625,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,-272053.26979871053,0.026535548269748688,595293824.0,-74414.6328125,-51427.234375,2905.0,finished,2021-09-03T21:30:03.000Z,4717,td3+bc,industrial,medium,9999.0,4.0,256.0,0.9266691237085636,,,,,,,,,,,,,,300000.0,,,,0.0003,0.0001,cuda:0,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.008632183074951,0.008632214739918709,3.9999997615814213,1766.377685546875,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,194.21097820267292,0.4596906006336212,3692.3583984375,37.31878662109375,11.324190139770508,8800.0,finished,2021-09-03T19:18:45.000Z,15874,cql,finrl,low,999.0,,256.0,0.9558609686872002,,,,,,5.0,0.001,False,10.0,10.0,0.01,1.0,kl,300000.0,,False,0.0003,,,cuda:2,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-15.10015869140625,281.20489501953125,15.760009765625,296.96490478515625,281.2421875,14.4403076171875,295.6824951171875,1.0,-100.86102294921876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,350.9053448642717,27.376054763793945,8289950720.0,-112194.5859375,10.458907127380373,8800.0,finished,2021-09-03T19:18:45.000Z,14691,cql,finrl,low,999.0,,256.0,0.9808499450957628,,,,,,-1.0,0.0003,True,5.0,10.0,0.01,1.0,entropy,300000.0,,True,2.9999999999999997e-05,,,cuda:3,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,178153.625,-13919.875,164233.75,921224.3125,-1357.125,919867.1875,1.0,176942.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,245.97154323852533,0.5838879346847534,16636.05859375,-674.4515991210938,12.238431930541992,8800.0,finished,2021-09-03T19:18:39.000Z,15758,cql,finrl,low,99.0,,256.0,0.9385841133103374,,,,,,10.0,0.0001,False,10.0,10.0,0.01,1.0,entropy,300000.0,,False,0.0001,,,cuda:1,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,36.01220703125,624.1483154296875,-2.7021484375,621.4461669921875,633.4732055664062,-69.322265625,564.1509399414062,1.0,404.9124145507813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,157.72829552668898,0.7900522947311401,38590.3203125,-174.164306640625,11.482744216918945,8800.0,finished,2021-09-03T19:18:39.000Z,15878,cql,finrl,low,99.0,,256.0,0.9088203345299484,,,,,,5.0,0.0003,False,10.0,10.0,0.005,1.0,kl,300000.0,,True,0.0001,,,cuda:1,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-11.59954833984375,565.770263671875,9.2088623046875,574.9791259765625,568.6465454101562,13.990234375,582.6367797851562,1.0,117.5629653930664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,256.4979992222911,0.5772098898887634,14533.19921875,-3728.2509765625,11.25617218017578,8800.0,finished,2021-09-03T19:18:39.000Z,13232,cql,finrl,low,99.0,,256.0,0.9691889039516508,,,,,,-1.0,0.0003,False,5.0,10.0,0.01,1.0,kl,300000.0,,False,0.0003,,,cuda:2,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,667.6776733398438,5.44427490234375,673.1219482421875,668.6591186523438,8.011444091796875,676.6705322265625,1.0,-92.239013671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,403.0671399531867,0.6755034327507019,32848.17578125,-101.10237884521484,12.101269721984865,8800.0,finished,2021-09-03T19:18:39.000Z,19548,cql,finrl,low,99.0,,512.0,0.941427348627872,,,,,,10.0,0.0001,True,10.0,10.0,0.01,1.0,kl,300000.0,,False,0.0003,,,cuda:0,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-6.9557037353515625,4.254974365234375,-4.62066650390625,-0.365692138671875,6.8262038230896,18.53207397460937,25.35827827453613,1.0,47.13684463500977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,235.41291701010297,0.8002302646636963,7699.23974609375,-75.31008911132812,10.737067222595217,8800.0,finished,2021-09-03T19:18:39.000Z,19029,cql,finrl,low,99.0,,512.0,0.9326841030342928,,,,,,2.0,0.0001,False,5.0,10.0,0.01,1.0,entropy,300000.0,,False,0.0001,,,cuda:0,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-33.29400634765625,776.193115234375,34.50579833984375,810.6989135742188,776.60546875,32.08221435546875,808.6876831054688,1.0,74.90849304199219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,250.82408536430782,0.8553284406661987,3468.093994140625,-137.21455383300778,11.527155876159668,8800.0,finished,2021-09-03T19:18:39.000Z,14339,cql,finrl,low,99.0,,256.0,0.9347247292366806,,,,,,-1.0,0.0003,True,5.0,10.0,0.005,1.0,kl,300000.0,,True,0.0001,,,cuda:3,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,7.462924003601074,11.383819580078125,18.84674453735352,4.479058265686035,3.58404541015625,8.063103675842285,1.0,58.64105987548828,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,351.9769236896309,1.2070932388305664,11074.984375,-173.18576049804688,11.29069709777832,8800.0,finished,2021-09-03T19:18:39.000Z,15371,cql,finrl,low,99.0,,512.0,0.9811140627602932,,,,,,-1.0,0.001,False,10.0,10.0,0.01,1.0,kl,300000.0,,False,0.0003,,,cuda:3,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1228.4881591796875,30.18121337890625,1258.66943359375,1235.114501953125,30.61865234375,1265.733154296875,1.0,62.82738494873047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,391.4833440669049,24.669841766357425,27214569472.0,-219300.125,11.945816040039062,8800.0,finished,2021-09-03T19:18:39.000Z,19892,cql,finrl,low,99.0,,512.0,0.9800957066194018,,,,,,2.0,0.0003,True,5.0,10.0,0.01,1.0,entropy,300000.0,,True,2.9999999999999997e-05,,,cuda:1,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,14707.375,445310.4375,-27202.75,418107.6875,21614792.0,-2212.0,21612580.0,1.0,340091.8125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,237.16979278230832,1.7237387895584106,40402.26953125,-71.78749084472656,10.11984920501709,8800.0,finished,2021-09-03T19:18:39.000Z,19695,cql,finrl,low,99.0,,512.0,0.9055142398338072,,,,,,5.0,0.001,True,10.0,10.0,0.005,1.0,kl,300000.0,,True,2.9999999999999997e-05,,,cuda:2,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-0.90435791015625,12.130393981933596,-2.910400390625,9.219993591308594,37.22686004638672,4.7191162109375,41.94597625732422,1.0,100.0270767211914,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,398.18737337405196,42.46062469482422,130028339724288.0,-4623378.5,11.067166328430176,8800.0,finished,2021-09-03T19:18:39.000Z,19368,cql,finrl,low,99.0,,512.0,0.9627474124734202,,,,,,5.0,0.001,False,10.0,10.0,0.005,1.0,entropy,300000.0,,True,0.001,,,cuda:0,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2262757.0,7189560320.0,-2414293.0,7187146240.0,8550593024.0,-2111221.0,8548482048.0,1.0,14033552.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,-388205.6662905304,0.19569742679595947,54184208.0,-20690.0546875,-50155.36328125,2905.0,finished,2021-09-03T14:39:49.000Z,8961,cql,industrial,high,9999.0,,256.0,0.9853585945313728,,,,,,-1.0,0.0001,True,5.0,10.0,0.005,1.0,entropy,300000.0,,True,0.001,,,cuda:1,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1307.56103515625,49.6171875,1357.17822265625,877.0889892578125,49.21875,926.3077392578124,1.0,21239.5078125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,-319571.1499702776,0.17838436365127566,54045260.0,-5341.43212890625,-50209.234375,2905.0,finished,2021-09-03T14:39:49.000Z,13060,cql,industrial,high,9999.0,,512.0,0.9477504084951848,,,,,,5.0,0.0003,False,5.0,10.0,0.01,1.0,entropy,300000.0,,False,0.0001,,,cuda:0,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-19.6455078125,67082.6640625,19.470703125,67102.1328125,66940.8359375,19.8203125,66960.65625,1.0,6198.103515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,-323851.0255164975,3.271134846727364e-05,,,-50115.12890625,2904.0,finished,2021-09-02T20:03:00.000Z,7147,bc,industrial,high,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.0001,,cuda:1,,True,,,,10.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-15.926713943481445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,-323955.7347444959,0.002407925203442573,,,-50116.57421875,2904.0,finished,2021-09-02T19:56:01.000Z,7157,bc,industrial,high,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:0,,True,,,,10.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-12.785900115966795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,-323883.5110882997,0.00015971405082382264,,,-50228.01953125,2904.0,finished,2021-09-02T19:34:38.000Z,7120,bc,industrial,high,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.0001,,cuda:2,,True,,,,10.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-12.851766586303713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,-324003.8120728941,0.015155924484133719,,,-50111.515625,2904.0,finished,2021-09-02T19:33:54.000Z,4368,bc,industrial,high,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:0,,True,,,,100.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-8.913198471069336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,-329264.798071646,0.0012823686702176929,,,-50148.9296875,2904.0,finished,2021-09-02T18:49:16.000Z,4408,bc,industrial,high,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.001,,cuda:1,,True,,,,5.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-13.28135871887207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,-323823.67132564104,0.00470695411786437,,,-50183.15234375,2904.0,finished,2021-09-02T18:48:46.000Z,4021,bc,industrial,high,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.001,,cuda:0,,True,,,,1.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-2.737915515899658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,-323905.39169834374,0.0007160148234106599,,,-50138.79296875,2904.0,finished,2021-09-02T17:40:29.000Z,4112,bc,industrial,high,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:1,,True,,,,100.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-14.220830917358398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,-323967.0195672054,0.0009121944312937557,,,-50214.38671875,2904.0,finished,2021-09-02T17:40:28.000Z,6790,bc,industrial,high,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:0,,True,,,,10.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-11.768609046936035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,-323904.61071469,0.00022523236111737788,,,-50190.49609375,2904.0,finished,2021-09-02T17:40:28.000Z,6836,bc,industrial,high,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.001,,cuda:2,,True,,,,5.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-16.434680938720707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,-323851.70333522896,0.002352772513404489,,,-50182.98046875,2904.0,finished,2021-09-02T17:40:28.000Z,4083,bc,industrial,high,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:0,,True,,,,100.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-13.885282516479492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,-273607.5106193662,0.0007939825882203878,,,-51512.83203125,2905.0,finished,2021-09-02T16:24:22.000Z,4502,bc,industrial,medium,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:0,,True,,,,100.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-15.122570037841795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,-274817.6759967241,0.0004432601563166827,,,-51635.2265625,2905.0,finished,2021-09-02T15:39:30.000Z,7117,bc,industrial,medium,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:0,,True,,,,1.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-5.234461307525635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,-274733.1167722246,0.004350295290350914,,,-51754.6640625,2905.0,finished,2021-09-02T15:37:45.000Z,4389,bc,industrial,medium,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0001,,cuda:2,,True,,,,10.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-13.374090194702148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,-273819.4448504921,0.0013775848783552649,,,-51554.328125,2905.0,finished,2021-09-02T15:35:54.000Z,3965,bc,industrial,medium,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.001,,cuda:1,,True,,,,1.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-5.259279251098633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,-323679.41870875185,0.032610110938549035,444011008.0,-162506.484375,-50127.74609375,2904.0,finished,2021-09-02T15:01:59.000Z,4917,td3+bc,industrial,high,9999.0,3.0,256.0,0.9476314986577058,,,,,,,,,,,,,,300000.0,,,,0.0003,0.001,cuda:2,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,3.0102078914642334,0.010207850486040115,3.0,5006.884765625,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,-323915.07819435763,0.008307771757245064,4072041216.0,-638339.1875,-50188.2109375,2904.0,finished,2021-09-02T14:53:34.000Z,4719,td3+bc,industrial,high,9999.0,2.0,256.0,0.9889670990760432,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.0001,cuda:0,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.0027787685394287,0.0027786586433649067,2.0,3254520.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,-323827.23800187197,0.0012157752644270658,17469542400.0,-1829092.5,-50073.40625,2904.0,finished,2021-09-02T14:51:13.000Z,7388,td3+bc,industrial,high,9999.0,1.0,512.0,0.9954516298968492,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.0003,cuda:1,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,1.0004099607467651,0.00040991656715050334,1.0,156898.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,-234080.68957600763,0.00046972697600722313,,,-44051.74609375,2905.0,finished,2021-09-02T14:28:22.000Z,3975,bc,industrial,low,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:1,,True,,,,1.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-5.866202354431152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,-234149.40605645085,0.00032184951123781497,,,-44139.74609375,2905.0,finished,2021-09-02T14:28:22.000Z,4149,bc,industrial,low,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:2,,True,,,,10.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-16.639129638671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,-234141.94948025825,0.005204985383898021,,,-44117.83203125,2905.0,finished,2021-09-02T14:28:22.000Z,4253,bc,industrial,low,9999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.001,,cuda:0,,True,,,,5.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-6.930743217468263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,-234120.64307656183,0.0003660630609374493,,,-44148.70703125,2905.0,finished,2021-09-02T14:28:22.000Z,6945,bc,industrial,low,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.0001,,cuda:0,,True,,,,100.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-16.754756927490234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,-323820.900763956,0.018621297553181648,3609030400.0,-592400.0,-50178.890625,2904.0,finished,2021-09-02T14:14:16.000Z,5030,td3+bc,industrial,high,9999.0,3.0,256.0,0.9891472459125074,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.0001,cuda:3,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,3.0062682628631587,0.006268407683819532,2.9999997615814213,3060697.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,-323998.10234295647,0.05178004875779152,4741184512.0,-548229.0625,-50145.15625,2904.0,finished,2021-09-02T14:14:08.000Z,7733,td3+bc,industrial,high,9999.0,4.0,512.0,0.9820501226564056,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.001,cuda:0,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.017009735107422,0.017010167241096497,3.9999997615814213,84971.5234375,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,-323941.0988101353,0.00030299567151814705,,,-50099.9296875,2905.0,finished,2021-09-02T13:17:18.000Z,4242,bc,industrial,high,999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:0,,True,,,,100.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-16.40322494506836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,-323917.45092021016,0.0006555106374435128,,,-50224.1953125,2905.0,finished,2021-09-02T13:17:18.000Z,3791,bc,industrial,high,999.0,,256.0,,,,,,,,,,,,,,,200000.0,,,,0.001,,cuda:1,,True,,,,1.0,51200256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-5.691290855407715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,-323880.4857432261,0.014975663274526596,273869568.0,-128444.59375,-50156.5078125,2904.0,finished,2021-09-02T12:48:01.000Z,7375,td3+bc,industrial,high,9999.0,2.5,512.0,0.9310284385568921,,,,,,,,,,,,,,300000.0,,,,0.0003,0.0003,cuda:1,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.5048692226409908,0.004869326017796993,2.5,1532.651123046875,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,-323810.4632597489,0.013336049392819405,726903616.0,-234923.109375,-50223.94140625,2904.0,finished,2021-09-02T12:48:01.000Z,5149,td3+bc,industrial,high,9999.0,2.0,256.0,0.9622686941510642,,,,,,,,,,,,,,300000.0,,,,0.001,0.0003,cuda:0,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.004284381866455,0.004284323193132877,2.0,4846.23828125,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,-323763.48731512594,0.04492297396063805,497235392.0,-215456.21875,-50145.38671875,2904.0,finished,2021-09-02T12:48:01.000Z,7509,td3+bc,industrial,high,9999.0,4.0,512.0,0.9584328309507841,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.0003,cuda:0,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.015126705169679,0.015126803889870644,4.0,3877.674560546875,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,-323852.22647194954,0.008111055009067059,1168335360.0,-304387.53125,-50175.578125,2904.0,finished,2021-09-02T12:48:01.000Z,5147,td3+bc,industrial,high,9999.0,2.0,256.0,0.9723243463728242,,,,,,,,,,,,,,300000.0,,,,0.001,0.0001,cuda:3,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.0026967525482178,0.0026966524310410023,2.0,7619.578125,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,-323811.27350023837,0.01813732460141182,236274896.0,-120840.7421875,-50190.26953125,2904.0,finished,2021-09-02T12:48:01.000Z,8019,td3+bc,industrial,high,9999.0,2.5,512.0,0.9246126157149288,,,,,,,,,,,,,,300000.0,,,,0.0003,0.0003,cuda:2,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.5060439109802246,0.006043917499482632,2.5,107557.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,34781.98298739517,0.4089733958244324,,,241223.328125,2905.0,finished,2021-09-02T11:19:09.000Z,7080,bc,citylearn,medium,9999.0,,512.0,,,,,,,,,,,,,,,200000.0,,,,0.0003,,cuda:2,,True,,,,5.0,102400512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,200001.0,-20.54645347595215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
